시도,시군구,발생월,사고건수,사망자수,중상자수,경상자수,부상신고자수
광주,북구,05,185,1,24,243,10
광주,북구,06,187,2,31,251,10
광주,북구,07,200,2,36,268,11
광주,북구,08,184,1,29,244,16
광주,북구,09,168,0,27,226,9
광주,북구,10,167,1,31,252,10
광주,북구,11,218,4,38,270,11
광주,북구,12,164,1,23,200,7
광주,광산구,01,145,1,18,223,12
광주,광산구,02,143,2,34,202,16
광주,광산구,03,175,2,29,224,13
광주,광산구,04,206,0,37,257,23
광주,광산구,05,182,1,41,217,13
광주,광산구,06,212,0,43,255,24
광주,광산구,07,212,2,42,270,20
광주,광산구,08,173,2,28,240,8
광주,광산구,09,186,1,27,259,8
광주,광산구,10,177,1,33,234,9
광주,광산구,11,200,2,26,253,15
광주,광산구,12,193,1,32,243,11
광주,남구,01,47,0,2,65,0
광주,남구,02,48,0,3,63,0
광주,남구,03,63,2,11,72,2
광주,남구,04,73,1,13,97,5
광주,남구,05,76,0,10,118,3
광주,남구,06,59,1,13,65,7
광주,남구,07,61,0,8,83,0
광주,남구,08,61,0,9,72,4
광주,남구,09,67,1,8,85,3
광주,남구,10,60,0,10,86,3
광주,남구,11,74,2,14,81,1
광주,남구,12,65,1,10,77,6
대전,동구,01,76,0,9,97,1
대전,동구,02,72,0,12,92,0
대전,동구,03,109,2,42,122,0
대전,동구,04,100,0,30,109,1
대전,동구,05,94,1,19,107,2
대전,동구,06,72,0,23,91,0
대전,동구,07,94,3,35,100,0
대전,동구,08,85,1,20,112,5
대전,동구,09,100,1,19,106,2
대전,동구,10,89,2,28,101,1
대전,동구,11,74,0,18,87,0
대전,동구,12,81,0,13,90,2
대전,중구,01,80,0,13,100,1
대전,중구,02,60,1,13,75,3
대전,중구,03,86,0,18,116,4
대전,중구,04,101,1,21,113,3
대전,중구,05,82,1,24,92,3
대전,중구,06,76,0,20,77,3
대전,중구,07,94,2,21,113,7
대전,중구,08,87,3,20,87,2
대전,중구,09,93,2,23,95,4
대전,중구,10,98,3,28,126,6
대전,중구,11,106,1,27,118,3
대전,중구,12,89,0,14,110,5
대전,서구,01,167,0,33,202,4
대전,서구,02,171,0,28,205,2
대전,서구,03,175,2,31,228,9
대전,서구,04,160,1,45,178,6
대전,서구,05,187,1,46,206,4
대전,서구,06,181,2,46,186,1
대전,서구,07,214,0,51,237,4
대전,서구,08,168,0,32,201,5
대전,서구,09,177,1,33,189,5
대전,서구,10,206,3,41,251,4
대전,서구,11,182,0,35,218,7
대전,서구,12,174,3,40,193,11
대전,유성구,01,145,1,26,188,7
대전,유성구,02,149,2,32,191,9
대전,유성구,03,145,1,26,190,5
대전,유성구,04,173,1,30,211,8
대전,유성구,05,156,0,33,187,7
대전,유성구,06,170,2,44,210,4
대전,유성구,07,156,2,29,202,5
대전,유성구,08,147,1,27,205,9
대전,유성구,09,163,3,32,202,15
대전,유성구,10,175,1,27,217,12
대전,유성구,11,168,2,22,239,6
대전,유성구,12,158,0,38,200,10
대전,대덕구,01,51,1,13,69,2
대전,대덕구,02,68,1,16,78,7
대전,대덕구,03,74,1,20,96,3
대전,대덕구,04,70,0,18,85,2
대전,대덕구,05,77,0,15,101,5
대전,대덕구,06,66,0,18,69,3
대전,대덕구,07,86,0,24,88,3
대전,대덕구,08,69,0,22,78,1
대전,대덕구,09,82,2,20,84,1
대전,대덕구,10,81,0,24,85,2
대전,대덕구,11,73,1,28,72,2
대전,대덕구,12,65,0,15,78,2
울산,중구,01,52,0,22,36,5
울산,중구,02,39,0,16,32,6
울산,중구,03,62,0,19,63,4
울산,중구,04,54,0,19,50,4
울산,중구,05,50,1,19,44,7
울산,중구,06,56,1,13,57,3
울산,중구,07,54,1,23,43,13
울산,중구,08,49,1,10,54,6
울산,중구,09,53,0,20,57,2
울산,중구,10,60,0,25,52,3
울산,중구,11,47,1,23,37,4
울산,중구,12,48,3,15,40,3
울산,남구,01,79,0,18,80,10
울산,남구,02,88,2,26,87,7
울산,남구,03,114,0,31,122,13
울산,남구,04,105,2,27,106,7
울산,남구,05,115,2,29,105,10
울산,남구,06,106,1,35,91,15
울산,남구,07,108,2,38,86,9
울산,남구,08,82,2,21,70,6
울산,남구,09,95,0,25,100,7
울산,남구,10,115,2,32,116,8
울산,남구,11,101,0,34,97,6
울산,남구,12,85,1,26,83,3
울산,동구,01,48,0,11,54,0
울산,동구,02,37,0,11,30,0
울산,동구,03,34,1,15,26,0
울산,동구,04,43,0,16,44,0
울산,동구,05,25,0,11,22,0
울산,동구,06,39,0,11,37,0
울산,동구,07,43,0,7,52,0
울산,동구,08,38,0,11,35,1
울산,동구,09,45,1,17,40,0
울산,동구,10,37,0,14,39,0
울산,동구,11,38,0,15,34,1
울산,동구,12,40,0,12,43,1
울산,북구,01,48,0,14,54,7
울산,북구,02,48,1,19,39,7
울산,북구,03,78,3,24,81,13
울산,북구,04,74,0,24,53,11
울산,북구,05,58,1,16,63,6
울산,북구,06,62,1,15,57,9
울산,북구,07,81,0,29,80,8
울산,북구,08,70,0,23,61,14
울산,북구,09,70,0,17,85,10
울산,북구,10,68,1,20,72,10
울산,북구,11,55,1,23,69,6
울산,북구,12,74,0,27,75,8
울산,울주군,01,45,0,13,46,5
울산,울주군,02,50,2,16,38,11
울산,울주군,03,67,2,23,63,12
울산,울주군,04,55,0,26,48,4
울산,울주군,05,59,1,20,63,2
울산,울주군,06,75,0,43,59,8
울산,울주군,07,70,3,22,76,5
울산,울주군,08,60,3,26,60,6
울산,울주군,09,66,2,19,73,7
울산,울주군,10,65,0,21,64,11
울산,울주군,11,59,4,22,45,4
울산,울주군,12,60,1,20,58,5
세종,세종시,01,55,1,14,52,0
세종,세종시,02,50,8,20,55,1
세종,세종시,03,50,0,20,39,1
세종,세종시,04,82,0,29,80,1
세종,세종시,05,77,0,44,62,0
세종,세종시,06,71,2,17,68,2
세종,세종시,07,70,1,25,67,1
세종,세종시,08,62,0,22,64,2
세종,세종시,09,58,0,22,53,1
세종,세종시,10,67,3,29,45,7
세종,세종시,11,71,0,26,54,11
세종,세종시,12,75,1,10,75,12
